जैसे	Hin
ही	Hin
आप	Hin
यहाँ	Hin
पर	Hin
आएँ	Hin
,	Punct
और	Hin
आपने	Hin
कहा	Hin
कि	Hin
कोई	Hin
expectations	Eng
ही	Hin
नही	Hin
थे	Hin
और	Hin
आने	Hin
के	Hin
बाद	Hin
आपको	Hin
कुछ	Hin
यहाँ	Hin
पे	Hin
अलगसा	Hin
लगा	Hin
,	Punct
नया	Hin
देश	Hin
लगा	Hin
और	Hin
कुछ	Hin
adjustments	Eng
में	Hin
वक्त	Hin
लगा	Hin
?	Punct
हाँ	Hin
,	Punct
अलग	Hin
,	Punct
सबसे	Hin
ज़्यादा	Hin
अलग	Hin
लगा	Hin
कि	Hin
लोग	Hin
कम	Hin
थे	Hin
,	Punct
भारत	Hin
के	Hin
मुकाबले	Hin
।	Punct
भारत	Hin
में	Hin
काफ़ी	Hin
ज़्यादा	Hin
हर	Hin
square	Eng
वर्ग	Hin
में	Hin
आपको	Hin
ज़्यादा	Hin
लोग	Hin
मिलेंगे	Hin
,	Punct
अमरीका	Hin
के	Hin
मुकाबले	Hin
।	Punct
तो	Hin
लोग	Hin
काफ़ी	Hin
कम	Hin
थे	Hin
भीड़	Hin
काफ़ी	Hin
कम	Hin
थी	Hin
।	Punct
हवा	Hin
कुछ	Hin
ज़्यादा	Hin
ताज़ी	Hin
लग	Hin
रही	Hin
थी	Hin
क्योंकि	Hin
,	Punct
मतलब	Hin
,	Punct
ज़्यादा	Hin
लोग	Hin
अगर	Hin
हो	Hin
थोड़े	Hin
से	Hin
area	Eng
में	Hin
तो	Hin
थोड़ीसी	Hin
polluted	Eng
जाती	Hin
है	Hin
हवा	Hin
प्रदूषण	Hin
कम	Hin
लगा	Hin
था	Hin
।	Punct
गर्मी	Hin
उतनी	Hin
ही	Hin
थी	Hin
जितनी	Hin
भारत	Hin
में	Hin
,	Punct
नागपूर	Hin
में	Hin
,	Punct
मेरे	Hin
खुदके	Hin
city	Eng
में	Hin
,	Punct
नागपूर	Hin
में	Hin
।	Punct
नागपूर	Hin
में	Hin
शायद	Hin
इससे	Hin
ज़्यादा	Hin
गर्मी	Hin
पड़ती	Hin
है	Hin
।	Punct
यहाँ	Hin
पर	Hin
थोड़ीसी	Hin
कम	Hin
गर्मी	Hin
थी	Hin
और	Hin
मैं	Hin
अगस्त	Hin
के	Hin
time	Eng
ही	Hin
आया	Hin
था	Hin
उस	Hin
time	Eng
पर	Hin
,	Punct
यहाँ	Hin
पर	Hin
गर्मियों	Hin
का	Hin
मौसम	Hin
चल	Hin
रहा	Hin
था	Hin
।	Punct
तो	Hin
गर्मी	Hin
almost	Eng
उतनी	Hin
ही	Hin
थी	Hin
,	Punct
मौसम	Hin
वैसा	Hin
ही	Hin
कुछ	Hin
था	Hin
।	Punct
लोग	Hin
कम	Hin
थे	Hin
और	Hin
pollution	Eng
कम	Hin
था	Hin
।	Punct
तो	Hin
ये	Hin
कूछ	Hin
अच्छी	Hin
चीज़ें	Hin
थी	Hin
अमरीका	Hin
में	Hin
और	Hin
बस	Hin
ऐसे	Hin
ही	Hin
कुछ	Hin
चीज़ें	Hin
जो	Hin
मुझे	Hin
अलग	Hin
लगी	Hin
,	Punct
यहाँ	Hin
पर	Hin
एकदम	Hin
आते	Hin
ही	Hin
।	Punct
और	Hin
आते	Hin
ही	Hin
खुश	Hin
थे	Hin
आप	Hin
या	Hin
दुखी	Hin
थे	Hin
किसी	Hin
कारण	Hin
?	Punct
नही	Hin
,	Punct
दुखी	Hin
तो	Hin
मैं	Hin
किसी	Hin
कारण	Hin
नही	Hin
था	Hin
।	Punct
खुश	Hin
तो	Hin
मैं	Hin
काफ़ी	Hin
था	Hin
।	Punct
बहुत	Hin
खुश	Hin
थे	Hin
क्योंकि	Hin
यह	Hin
मेरा	Hin
पहली	Hin
बार	Hin
किसी	Hin
,	Punct
मतलब	Hin
,	Punct
विदेश	Hin
जाने	Hin
का	Hin
पहली	Hin
बार	Hin
मुझे	Hin
मौका	Hin
मिला	Hin
था	Hin
।	Punct
पहली	Hin
बार	Hin
अपना	Hin
देश	Hin
छोड़के	Hin
किसी	Hin
दूसरे	Hin
देश	Hin
आया	Hin
था	Hin
।	Punct
तो	Hin
काफ़ी	Hin
excited	Eng
था	Hin
आने	Hin
के	Hin
लिए	Hin
और	Hin
आने	Hin
के	Hin
बाद	Hin
काफ़ी	Hin
खुशी	Hin
हो	Hin
रही	Hin
थी	Hin
शुरआत	Hin
में	Hin
थोड़ा	Hin
अलग	Hin
लगा	Hin
जैसा	Hin
मैंने	Hin
सोचा	Hin
था	Hin
वैसा	Hin
नही	Hin
था	Hin
।	Punct
जो	Hin
हम	Hin
बड़े	Hin
पर्दे	Hin
पर	Hin
देखते	Hin
हैं	Hin
,	Punct
वैसा	Hin
experience	Eng
नही	Hin
रहता	Hin
है	Hin
शुरू	Hin
में	Hin
।	Punct
पर	Hin
मैं	Hin
ये	Hin
नही	Hin
कहूँगा	Hin
कि	Hin
ये	Hin
experience	Eng
खराब	Hin
था	Hin
शुरू	Hin
में	Hin
थोडासा	Hin
घर	Hin
की	Hin
याद	Hin
आती	Hin
थी	Hin
और	Hin
सब	Hin
लोग	Hin
नये	Hin
थे	Hin
,	Punct
नया	Hin
माहौल	Hin
था	Hin
,	Punct
नये	Hin
दोस्त	Hin
थे	Hin
।	Punct
तो	Hin
उसमे	Hin
थोडासा	Hin
time	Eng
लगा	Hin
थोड़ा	Hin
अंतर	Hin
लगा	Hin
कुछ	Hin
चीज़ों	Hin
में	Hin
पर	Hin
अगर	Hin
मैं	Hin
अपना	Hin
समुचय	Hin
अनुभव	Hin
देखूं	Hin
,	Punct
overall	Eng
experience	Eng
,	Punct
तो	Hin
वह	Hin
काफ़ी	Hin
अच्छा	Hin
रहा	Hin
।	Punct
तो	Hin
अभी	Hin
तक	Hin
जैसे	Hin
आप	Hin
यहाँ	Hin
पे	Hin
रहते	Hin
आ	Hin
रहे	Hin
हैं	Hin
,	Punct
आपका	Hin
experience	Eng
अच्छा	Hin
ही	Hin
होता	Hin
जा	Hin
रहा	Hin
है	Hin
?	Punct
जैसे	Hin
जैसे	Hin
मैं	Hin
यहाँ	Hin
रह	Hin
रहा	Hin
हूँ	Hin
,	Punct
मैं	Hin
ज़्यादा	Hin
समझ	Hin
रहा	Hin
हूँ	Hin
यहाँ	Hin
के	Hin
बारे	Hin
में	Hin
कैसे	Hin
यहाँ	Hin
पे	Hin
जीवन	Hin
है	Hin
कैसा	Hin
life	Eng
है	Hin
कैसी	Hin
सामाजिक	Hin
भिन्नताएँ	Hin
हैं	Hin
वह	Hin
मैं	Hin
ज़्यादा	Hin
समझ	Hin
रहा	Hin
हूँ	Hin
।	Punct
बहुत	Hin
सामाजिक	Hin
भिन्नताओं	Hin
को	Hin
मैं	Hin
appreciate	Eng
भी	Hin
करने	Hin
लगा	Hin
हूँ	Hin
अब	Hin
।	Punct
पर	Hin
overall	Eng
improve	Eng
हो	Hin
रा	Hin
है	Hin
experience	Eng
यह	Hin
मैं	Hin
मानूँगा	Hin
अच्छा	Hin
हो	Hin
रहा	Hin
है	Hin
,	Punct
better	Eng
हो	Hin
रहा	Hin
है	Hin
और	Hin
थोड़ा	Hin
time	Eng
लगता	Hin
है	Hin
adjust	Eng
होने	Hin
में	Hin
कुछ	Hin
..	Punct
time	Eng
लगता	Hin
है	Hin
समझने	Hin
में	Hin
चीज़ों	Hin
को	Hin
देखने	Hin
में	Hin
,	Punct
दोस्त	Hin
बनाने	Hin
में	Hin
और	Hin
जैसे	Hin
जैसे	Hin
यह	Hin
सब	Hin
होता	Hin
है	Hin
फिर	Hin
आप	Hin
मेरे	Hin
हिसाब	Hin
से	Hin
ज़्यादा	Hin
adjust	Eng
होते	Hin
हो	Hin
,	Punct
ज़्यादा	Hin
at	Eng
-	Punct
home	Eng
feel	Eng
करते	Hin
हो	Hin
।	Punct
In	Eng
general	Eng
,	Punct
मुझे	Hin
हमेशा	Hin
से	Hin
ही	Hin
एक	Hin
western	Eng
atmosphere	Eng
experience	Eng
करना	Hin
था	Hin
।	Punct
जैसे	Hin
ही	Hin
मैं	Hin
एरपोर्ट	Hin
से	Hin
निकली	Hin
वही	Hin
से	Hin
वह	Hin
शुरू	Hin
हो	Hin
गया	Hin
।	Punct
क्योंकि	Hin
हम	Hin
जैसे	Hin
ही	Hin
फ्री	Hin
-	Punct
वे	Hin
पर	Hin
गये	Hin
गाड़ियाँ	Hin
इतनी	Hin
तेज़	Hin
जा	Hin
रही	Hin
हैं	Hin
,	Punct
और	Hin
एकदम	Hin
एक	Hin
line	Eng
में	Hin
जा	Hin
रही	Hin
हैं	Hin
,	Punct
तो	Hin
मुझे	Hin
लगा	Hin
यह	Hin
क्या	Hin
है	Hin
मतलब	Hin
,	Punct
ऐसे	Hin
कैसे	Hin
चला	Hin
रहे	Hin
हैं	Hin
और	Hin
uncle	Eng
हमेशा	Hin
,	Punct
मेरे	Hin
uncle	Eng
के	Hin
साथ	Hin
आई	Hin
थी	Hin
एरपोर्ट	Hin
,	Punct
मैं	Hin
डल्लास	Hin
में	Hin
थी	Hin
पहले	Hin
तो	Hin
uncle	Eng
,	Punct
lane	Eng
change	Eng
करने	Hin
के	Hin
time	Eng
पर	Hin
signal	Eng
देते	Hin
थे	Hin
और	Hin
बहुत	Hin
ही	Hin
sophisticated	Eng
होते	Hin
थे	Hin
।	Punct
तो	Hin
मुझे	Hin
लगता	Hin
था	Hin
इन्हें	Hin
तो	Hin
चलाना	Hin
ही	Hin
नही	Hin
आता	Hin
मतलब	Hin
यह	Hin
क्या	Hin
कर	Hin
रहे	Hin
हैं	Hin
,	Punct
बार	Hin
बार	Hin
इतने	Hin
signal	Eng
वगेरे	Hin
थोड़े	Hin
ना	Hin
देते	Hin
हैं	Hin
क्योंकि	Hin
इंडिया	Hin
में	Hin
बहुत	Hin
ही	Hin
अलग	Hin
होता	Hin
है	Hin
यह	Hin
सब	Hin
,	Punct
थोडासा	Hin
haphazard	Eng
भी	Hin
होता	Hin
है	Hin
।	Punct
तो	Hin
वही	Hin
वहाँ	Hin
पर	Hin
एक	Hin
difference	Eng
था	Hin
।	Punct
तो	Hin
basically	Eng
वो	Hin
एक	Hin
छोटी	Hin
सी	Hin
चीज़ें	Hin
,	Punct
एक	Hin
driving	Eng
direction	Eng
से	Hin
लेकर	Hin
फिर	Hin
मैं	Hin
जब	Hin
ऑस्टिन	Hin
आई	Hin
तो	Hin
,	Punct
जो	Hin
culture	Eng
होता	Hin
है	Hin
लोग	Hin
ऐसे	Hin
ही	Hin
,	Punct
आते	Hin
जाते	Hin
चलते	Hin
फिरते	Hin
आपको	Hin
"	Punct
Hi	Eng
"	Punct
बोलते	Hin
हैं	Hin
,	Punct
smile	Eng
करते	Hin
हैं	Hin
यह	Hin
सब	Hin
चीज़ें	Hin
मैंने	Hin
just	Eng
सुनी	Hin
थी	Hin
या	Hin
शायद	Hin
सोची	Hin
भी	Hin
नही	Hin
थी	Hin
,	Punct
वह	Hin
सब	Hin
मैंने	Hin
देखीं	Hin
और	Hin
मुझे	Hin
अच्छी	Hin
लगी	Hin
।	Punct
बाकी	Hin
उसके	Hin
अलावा	Hin
मेरे	Hin
मन	Hin
में	Hin
तो	Hin
ऐसा	Hin
कुछ	Hin
specific	Eng
तो	Hin
नही	Hin
था	Hin
except	Eng
कि	Hin
हाँ	Hin
,	Punct
यहाँ	Hin
पर	Hin
मुझे	Hin
बहुत	Hin
सारे	Hin
अलग	Hin
अलग	Hin
cuisines	Eng
खाने	Hin
मिलेंगे	Hin
तो	Hin
मुझे	Hin
वह	Hin
मिला	Hin
जो	Hin
इंडिया	Hin
में	Hin
हर	Hin
शहर	Hin
में	Hin
नही	Hin
होता	Hin
है	Hin
इटॅलियन	Hin
मिलना	Hin
मुश्किल	Hin
होता	Hin
है	Hin
,	Punct
मेक्सिकन	Hin
मिलना	Hin
मुश्किल	Hin
होता	Hin
है	Hin
।	Punct
वह	Hin
सब	Hin
खाने	Hin
मिला	Hin
यहाँ	Hin
पर	Hin
और	Hin
काफ़ी	Hin
सारे	Hin
sporting	Eng
adventures	Eng
types	Eng
चीज़ें	Hin
यहाँ	Hin
पर	Hin
ज़्यादा	Hin
होती	Hin
है	Hin
जैसे	Hin
Lake	Eng
Travis	Eng
पर	Hin
जाकर	Hin
स्कीइंग	Hin
करो	Hin
या	Hin
ऐसा	Hin
कुछ	Hin
जो	Hin
आसानी	Hin
से	Hin
इंडिया	Hin
की	Hin
rivers	Eng
में	Hin
,	Punct
नदियों	Hin
में	Hin
जाकर	Hin
आप	Hin
नही	Hin
कर	Hin
सकते	Hin
,	Punct
जहाँ	Hin
तक	Hin
की	Hin
,	Punct
तो	Hin
यहाँ	Hin
पर	Hin
वह	Hin
सब	Hin
facilities	Eng
होती	Hin
हैं	Hin
।	Punct
तो	Hin
वह	Hin
सब	Hin
experience	Eng
करना	Hin
था	Hin
और	Hin
UT	Eng
Austin	Eng
ने	Hin
बहुत	Hin
सारे	Hin
ऐसे	Hin
मौके	Hin
दिए	Hin
जहाँ	Hin
पर	Hin
,	Punct
you	Eng
know	Eng
,	Punct
हमें	Hin
cross	Eng
,	Punct
inter	Eng
-	Punct
cultural	Eng
थोड़ा	Hin
सीखने	Hin
मिला	Hin
जैसे	Hin
square	Eng
-	Punct
dancing	Eng
की	Hin
थी	Hin
हमने	Hin
शुरुआत	Hin
में	Hin
,	Punct
हमने	Hin
साथ	Hin
में	Hin
ही	Hin
की	Hin
थी	Hin
।	Punct
हाँ	Hin
जी	Hin
।	Punct
तो	Hin
वह	Hin
सब	Hin
चीज़ें	Hin
,	Punct
it	Eng
wasn't	Eng
like	Eng
कि	Hin
मैं	Hin
bucket	Eng
-	Punct
list	Eng
बनाकर	Hin
नही	Hin
लाई	Hin
थी	Hin
कि	Hin
मुझे	Hin
यह	Hin
करना	Hin
है	Hin
,	Punct
यह	Hin
करना	Hin
है	Hin
लेकिन	Hin
जैसे	Hin
जैसे	Hin
मैंने	Hin
सीखा	Hin
कि	Hin
अच्छा	Hin
यहाँ	Hin
पर	Hin
यह	Hin
चीज़	Hin
अच्छी	Hin
है	Hin
,	Punct
तो	Hin
यह	Hin
कर	Hin
लेते	Hin
हैं	Hin
या	Hin
बातें	Hin
करके	Hin
दोस्तों	Hin
से	Hin
,	Punct
अमेरिकन	Hin
friends	Eng
बना	Hin
कर	Hin
।	Punct
तो	Hin
इस	Hin
तरह	Hin
से	Hin
मैंने	Hin
काफ़ी	Hin
कुछ	Hin
सीखा	Hin
और	Hin
experience	Eng
किया	Hin
।	Punct
